aid,z,log_M,logage,logZ,alpha_fe,sigma_e,ra,dec,Scale,Rhlr,e,ng,_RA,_DE,Separation
spec-0721-52228-0123,0.08265171,11.14,9.879314987177326,0.1436601123050297,0.178918392540065,166.54039037270775,337.55294968,-9.99197695,1.556,8.67,0.1,6.27,337.55295,-9.99198,0.011038457809428762
spec-0721-52228-0152,0.08826682,10.746,9.857424490852312,0.08848927556637687,0.134633107114829,142.48054093388723,337.94958174,-9.03058996,1.65,4.21,0.43,4.26,337.94958,-9.03059,0.006188031411172823
spec-0721-52228-0265,0.08255511,10.687,10.1561279647852,1.7605340409680538E-4,-0.284151399482081,128.01236849321984,337.08979073,-9.61655551,1.554,3.91,0.56,3.16,337.08979,-9.61656,0.016370355669856028
spec-0721-52228-0304,0.08321052,10.863,10.086882118635057,-0.20756505091747907,-0.202727996444602,141.64889050235405,336.60098932,-9.62357192,1.565,7.81,0.27,6.89,336.60099,-9.62357,0.007321268263630452
spec-0721-52228-0490,0.08207877,10.556,10.161748328235246,0.03515897898614256,-0.677343922371311,108.93269003260097,337.81072177,-8.53716081,1.546,3.45,0.67,2.44,337.81072,-8.53716,0.006943389594568025
spec-0721-52228-0501,0.0817951,10.986,10.150763111863386,0.1046752627715268,0.275092718649198,156.03794391071992,337.91088615,-8.61703287,1.541,4.83,0.35,3.86,337.91089,-8.61703,0.017162092369474847
spec-0721-52228-0509,0.0823661,10.702,10.146107091340033,0.21686511152761814,0.255136945350289,166.62466837551955,338.01614835,-8.40337857,1.55,4.66,0.51,6.53,338.01615,-8.40338,0.0078122942996240825
spec-0721-52228-0577,0.08221833,10.934,10.150649974014668,0.1614255614117783,0.0347247700866126,159.79388814115913,338.42372945,-8.23512231,1.549,3.48,0.23,3.32,338.42373,-8.23512,0.00854375930917626
spec-0721-52228-0590,0.081614,11.183,10.110800471097678,0.17386241385921447,-0.118348570187747,195.34855598837163,338.35631764,-8.3702718,1.54,9.51,0.0,6.23,338.35632,-8.37027,0.01061333304584742
spec-0721-52228-0616,0.081559,11.049,10.154166848916233,0.27064022418737116,0.1103176657237,168.58752902016877,338.62571289,-8.12712466,1.537,5.04,0.0,4.83,338.62571,-8.12712,0.019685377857926355
spec-0722-52224-0156,0.06270322,10.895,10.093703299015248,0.08104554158597269,-0.0810280716231666,151.59883331701934,340.16418363,-9.20559553,1.209,4.64,0.52,3.27,340.16418,-9.2056,0.020624125057073305
spec-0722-52224-0425,0.08027826,10.623,10.145744310752377,0.17191129755707657,-0.0213635569097566,120.91740686561648,339.32523599,-8.3567345,1.515,4.45,0.26,6.23,339.32524,-8.35673,0.021597134049726283
spec-0722-52224-0559,0.09624109,10.728,10.076128685697794,0.03598724347960153,0.12228527984137,120.81571216109067,340.32907479,-8.7612018,1.783,8.27,0.2,8.0,340.32907,-8.7612,0.018233134345092106
spec-0722-52224-0582,0.08337221,10.634,10.054172274666485,0.2751962157306898,0.129037383784749,123.24097995464484,340.46594063,-8.47989818,1.567,4.57,0.48,4.51,340.46594,-8.4799,0.006925364531391979
spec-0723-52201-0021,0.06439365,11.215,10.152699393599308,0.31587777969298586,0.167596781310893,224.2011655248911,343.05249757,-9.72777677,1.237,4.96,0.25,4.4,343.0525,-9.72778,0.014475946612272713
spec-0723-52201-0059,0.06453133,11.337,10.056554877008088,0.32630741810417485,0.0137114184359098,204.15210504695216,342.33756967,-10.07748543,1.241,5.65,0.31,5.7,342.33757,-10.07749,0.016493527092228573
spec-0723-52201-0062,0.08171645,11.121,10.14500138233087,0.24115894376152486,0.177757489638464,175.99786796273133,342.57417824,-9.68254897,1.54,5.3,0.1,3.78,342.57418,-9.68255,0.007263508730831351
spec-0723-52201-0398,0.08064895,10.809,10.135357725021283,0.3475599830030837,0.387918891247531,172.29859639410796,341.27053646,-8.56624441,1.521,6.12,0.02,7.98,341.27054,-8.56624,0.020269522435086507
spec-0723-52201-0452,0.07689948,10.457,10.06124074462534,-0.017759296194298935,-0.707672853628055,144.2111121748731,341.82138904,-8.47025549,1.457,3.81,0.54,7.5,341.82139,-8.47026,0.01659194066475352
spec-0723-52201-0562,0.07539705,11.192,10.155684319109787,0.29074667981539076,0.276072397012504,224.6270539866954,342.21976951,-8.21464773,1.43,5.96,0.12,4.78,342.21977,-8.21465,0.008356419904079017
spec-0724-52254-0379,0.07890795,10.635,9.959064979649712,0.12675851136003885,-0.00221070541685157,142.47623677887034,343.17996328,-8.53033065,1.491,3.12,0.58,4.98,343.17996,-8.53033,0.011909519603623579
spec-0725-52258-0319,0.07913533,11.402,10.150624593521115,0.22313665477695416,0.0171962242406436,210.9272601920826,344.855482,-9.49698358,1.496,10.14,0.01,4.9,344.85548,-9.49698,0.014714933734505184
spec-0725-52258-0341,0.07992403,10.648,10.163000950774531,-0.10723856886618116,-0.383473517150898,142.89823198447527,344.77584399,-9.33131537,1.51,3.22,0.26,3.67,344.77584,-9.33131,0.02397136557704945
spec-0725-52258-0346,0.08148782,10.55,10.159074394828245,-0.208171573332738,-0.207800879974887,123.1338112708976,344.5785496,-9.45438307,1.536,4.7,0.23,4.79,344.57855,-9.45438,0.011142906010778787
spec-0725-52258-0354,0.07965543,11.085,9.99091743344396,-0.0627211054622324,0.147746394810464,162.2295376611743,344.4035859,-9.15171966,1.506,6.27,0.26,2.56,344.40359,-9.15172,0.01462342989456817
spec-0725-52258-0406,0.07823625,10.417,10.064928643267134,0.12130267098887602,-0.416877000078892,109.70272012981228,345.44724669,-8.39817113,1.48,2.72,0.11,5.91,345.44725,-8.39817,0.012470399569114528
spec-0725-52258-0526,0.08306217,10.465,10.006122492014606,-0.2545941724304264,0.253151419678358,114.96411600018153,345.92741253,-8.27833161,1.563,3.69,0.15,5.11,345.92741,-8.27833,0.010715854897528689
spec-0725-52258-0527,0.03247063,10.78,10.141142133119963,0.16704415683473361,0.0984423123393364,162.77921592206033,345.94005808,-8.44603363,0.648,4.42,0.49,4.68,345.94006,-8.44603,0.014748481292897095
spec-0725-52258-0539,0.03168042,10.23,10.132221448910245,-0.312182655435251,-0.112411082610928,91.23595774461648,345.90396434,-8.45880089,0.634,3.37,0.25,4.36,345.90396,-8.4588,0.015782679953897323
spec-0725-52258-0568,0.08452926,10.519,9.95440635122866,0.21909426549241315,0.157318820017124,118.36741709012566,346.04535721,-8.29294871,1.587,3.14,0.45,5.19,346.04536,-8.29295,0.010970413344790554
spec-0726-52226-0311,0.09115148,10.757,10.057129221242592,-0.18149727704141363,0.101658734353249,129.76349046518646,346.55984965,-9.69695933,1.701,4.97,0.73,1.38,346.55985,-9.69696,0.002712987660396035
spec-0726-52226-0360,0.09092933,11.061,10.090670136096884,0.26443874076747564,0.161885382394072,175.86228326479244,346.82425146,-9.58697973,1.694,3.68,0.47,1.74,346.82425,-9.58698,0.005272956321295262
spec-0726-52226-0465,0.09444065,11.216,10.039282220294652,0.14133353645024296,0.169941928795288,177.17215865878055,347.71646009,-9.00330855,1.749,8.03,0.08,3.84,347.71646,-9.00331,0.005229799735149678
spec-0726-52226-0605,0.08441021,11.045,10.10912128058081,-0.04380065987103137,0.338514463423115,149.0069141722922,348.81944187,-8.36997821,1.586,11.7,0.73,3.96,348.81944,-8.36998,0.009267398502964043
spec-0727-52207-0224,0.05646399,10.833,10.148688395940162,0.3186763574201255,0.159019351144573,154.38582785340375,316.2892998,8.75639918,1.096,5.21,0.43,4.65,316.2893,8.7564,0.0030365589409437795
spec-0727-52207-0382,0.09796101,10.729,10.164384651440074,0.1520199927979321,0.0846930422925437,130.51853699241195,315.60957204,11.14651419,1.811,3.71,0.7,3.99,315.60957,11.14651,0.01671663101277831
spec-0728-52520-0038,0.01726311,10.214,10.074586458666483,-0.05760857993129832,0.0466441082699423,96.00037773420296,319.10326045,10.27337907,0.352,2.66,0.27,4.69,319.10326,10.27338,0.00370810332438525
spec-0728-52520-0294,0.09634441,11.037,9.910596333603872,0.2671188899796361,-0.0277764751660895,170.38657818799132,316.96662742,9.42056551,1.784,5.96,0.35,7.09,316.96663,9.42057,0.018580383404929346
spec-0728-52520-0574,0.08461496,10.624,10.07182431245967,0.19279391509396468,-0.041665196780165,122.82632956574042,318.35383619,11.64818942,1.589,2.57,0.59,3.26,318.35384,11.64819,0.013594832417166807
spec-0728-52520-0632,0.07027595,11.177,10.065164141332344,0.260849263090167,0.135754639902305,197.9612034051255,319.11342578,10.76759452,1.341,6.62,0.38,4.58,319.11343,10.76759,0.022079835875229225
spec-0729-52468-0408,0.08724757,10.778,10.137137934731717,0.1419795323042528,-0.430463476743318,148.46015114009117,319.47135426,11.90249105,1.634,4.72,0.65,4.35,319.47135,11.90249,0.015475035775189935
spec-0730-52466-0027,0.06176175,11.341,10.14857219034317,0.370130826658651,0.238400718713346,224.08569828580264,322.69178051,10.62433215,1.191,7.5,0.31,3.83,322.69178,10.62433,0.007947572785307427
spec-0730-52466-0044,0.0714244,10.833,10.122257367026638,0.27654088110067176,-0.0488064697740392,146.93663568855092,322.37791586,9.99677863,1.362,3.8,0.37,5.11,322.37792,9.99678,0.01548418867638798
spec-0730-52466-0051,0.05617535,10.718,10.109238611644303,-0.13144374791000318,0.10787432383403,130.6588542068867,322.2781475,10.19592088,1.091,4.21,0.33,3.4,322.27815,10.19592,0.009407345594457106
spec-0730-52466-0073,0.06208266,10.691,10.123176784340624,0.03242552868413044,0.21338625707434,124.48743783823852,322.68496559,10.69080829,1.197,6.14,0.1,5.84,322.68497,10.69081,0.016771101962760823
spec-0730-52466-0096,0.07146822,10.69,9.8772731257215,0.24564441573865226,0.241693589119615,137.065682656102,322.17599158,10.07863629,1.363,2.79,0.54,5.05,322.17599,10.07864,0.014482584773762115
spec-0730-52466-0158,0.09095191,10.967,10.13223320381782,0.3132868567706629,0.195846900770345,164.80958009065822,322.00775403,10.88887641,1.695,5.7,0.3,5.37,322.00775,10.88888,0.019235404412575662
spec-0730-52466-0446,0.09423532,10.841,10.04919427227373,0.005001702644191966,0.0517459858168807,151.96865706352105,321.79607146,12.17215438,1.751,3.4,0.5,4.0,321.79607,12.17215,0.016583943873456873
spec-0731-52460-0054,0.08007065,10.81,10.115623196543483,0.1278343225382611,0.239562664854819,168.42003936828385,324.01317409,10.40161794,1.512,5.96,0.43,6.02,324.01317,10.40162,0.016270411296784346
spec-0731-52460-0069,0.07824554,10.915,10.055550003467824,0.20518856052387402,0.142865962675935,163.5740926491036,324.28979469,10.60262339,1.481,6.61,0.23,4.73,324.28979,10.60262,0.020599906543221354
spec-0731-52460-0097,0.0782292,11.023,10.023622158068063,0.36133687916419804,0.0406939128527695,190.23801664720386,323.77499531,10.39621849,1.48,5.57,0.4,3.7,323.77499,10.39622,0.019572226906987063
spec-0731-52460-0263,0.08711304,10.936,10.003366877192427,0.38530728500188977,-0.0600585446132685,171.7237569008941,323.0396027,10.60037966,1.631,7.07,0.36,7.57,323.0396,10.60038,0.009632205330988923
spec-0731-52460-0267,0.06703478,10.292,10.138200248861311,0.15921854485321787,0.0103464703781846,113.47071852198337,323.08853241,10.60660635,1.285,3.12,0.8,2.17,323.08853,10.60661,0.015664684562149568
spec-0731-52460-0275,0.08806715,11.047,10.131785040617057,0.3229270618919127,0.254186153117334,185.2542565873453,323.0384972,10.82554504,1.647,9.89,0.41,4.3,323.0385,10.82554,0.0206694669187434
spec-0731-52460-0576,0.0629665,10.922,10.056419927385292,0.32558404811308933,0.124951952037601,155.87171658897674,324.01190281,12.23416234,1.213,3.42,0.61,2.39,324.0119,12.23416,0.012988532102057613
spec-0731-52460-0614,0.08387181,11.209,10.116168094413243,0.23412181252978526,-0.132253393375262,161.85419199340444,324.14305026,12.54824987,1.575,7.83,0.54,2.85,324.14305,12.54825,0.0010265309169929138
spec-0732-52221-0005,0.08353907,11.366,10.122752497669282,0.34250746548975697,0.106777092249105,177.30322995280218,326.51898206,10.91004222,1.57,8.23,0.06,5.08,326.51898,10.91004,0.010811984362803104
spec-0732-52221-0455,0.09022606,11.149,10.003071914323222,0.17867781057340382,0.138085771760262,188.56891586373555,325.16131807,11.72276791,1.683,5.86,0.1,4.52,325.16132,11.72277,0.010143592537885222
spec-0733-52207-0243,0.08461343,10.755,9.99845012641027,0.09908529854022989,0.343273186372401,142.41072759113007,326.97424056,10.84002169,1.59,4.05,0.63,2.71,326.97424,10.84002,0.006398090440993904
spec-0734-52224-0412,0.03159539,10.641,10.041376769930155,0.10299599862140184,0.031102601708796,132.89507571062285,329.78049104,13.43165406,0.632,3.65,0.58,4.45,329.78049,13.43165,0.015062823633848694
spec-0734-52224-0523,0.03007322,10.169,10.105740106636457,0.043942962846148605,-0.0682552014064429,85.85402542810546,330.44746935,13.20792146,0.602,2.6,0.42,3.29,330.44747,13.20792,0.005728462235637979
spec-0734-52224-0613,0.02734784,10.738,10.118035172809162,0.24540314561309315,0.097824496153345,167.05826605718053,331.08090636,12.96838972,0.55,3.31,0.47,4.66,331.08091,12.96839,0.012809491856984332
spec-0736-52221-0110,0.08163252,10.823,10.029078095945868,0.23937272483480773,0.0380698297394133,142.9860164827806,334.45316667,12.74833278,1.538,4.91,0.51,4.5,334.45317,12.74833,0.015390717143137455
spec-0736-52221-0349,0.02519035,10.838,10.131961285202062,0.164517933873571,0.0239652396494097,145.9178348807808,333.4438485,13.79074872,,,,,333.44385,13.79075,0.006981166913981894
spec-0736-52221-0423,0.02431573,10.623,10.139456848507015,0.20748531008974497,0.190928525133453,131.19021126767086,333.6331075,13.77274607,0.491,5.29,0.06,5.31,333.63311,13.77275,0.016630543636036083
spec-0736-52221-0458,0.0594321,10.831,10.151880523562074,0.01717571065192047,0.102887768429268,130.58561766221024,333.85484556,14.08725685,1.15,4.56,0.47,3.1,333.85485,14.08726,0.019208016682730384
spec-0736-52221-0516,0.02558855,10.321,10.136308872416759,0.0438970293090334,-0.100750465971226,95.07498432375368,334.21832362,13.42595345,0.515,2.35,0.6,2.39,334.21832,13.42595,0.017746364935282543
spec-0736-52221-0623,0.08320416,10.297,10.151101152363484,-0.20392077313827792,-0.423303473725976,99.79157880091276,335.26589933,13.69382173,1.564,2.37,0.61,2.14,335.2659,13.69382,0.006654298279531195
spec-0737-52518-0426,0.08039265,10.817,10.152802702134116,0.20106857550533,0.167781109451471,153.3218398295373,335.56421191,13.78828835,1.517,4.99,0.34,4.67,335.56421,13.78829,0.008937412291257489
spec-0738-52521-0101,0.06772791,11.13,10.096490773356388,0.3997390967560856,0.200338735905977,211.50888098847162,338.71956965,13.2775539,1.297,4.75,0.09,4.3,338.71957,13.27755,0.014093454429203475
spec-0738-52521-0127,0.08826666,10.641,10.138570706721303,-0.15051259509207945,0.177173520031073,113.29922814972241,338.16877527,12.26004501,1.65,6.92,0.18,5.47,338.16877,12.26004,0.02586510751145883
spec-0738-52521-0148,0.09958481,10.677,10.148456854633272,0.024321075380882153,-0.0643053243260714,163.11576645245162,338.44680109,12.91020676,1.838,3.61,0.19,4.83,338.4468,12.91021,0.012275098499410055
spec-0739-52520-0012,0.07593521,10.949,10.131697164251198,0.27350874358239907,0.20295309151972,172.01403296424425,341.17584255,12.80272644,1.44,5.01,0.2,5.38,341.17584,12.80273,0.015632789916771223
spec-0739-52520-0166,0.07342118,10.485,9.723604392372485,0.15074963636938207,0.130198620785065,115.05571270114146,339.82069394,13.32912894,1.397,3.53,0.78,1.24,339.82069,13.32913,0.014319725255129485
spec-0739-52520-0177,0.09892434,11.029,9.996789807831219,0.3571273703854373,0.114921428396091,181.3497025718187,340.02483469,13.30913893,1.827,5.75,0.56,3.27,340.02483,13.30914,0.01687602701009998
spec-0739-52520-0288,0.09857829,11.422,9.967428335386636,0.36422858616404463,0.281250205702522,218.9166758163021,339.33743154,12.46631471,1.822,8.69,0.38,6.9,339.33743,12.46631,0.01779914724521053
spec-0739-52520-0338,0.0832531,10.561,10.139851253129418,-0.06042160195776109,0.097829992541895,113.37160405348259,339.10224164,14.46096361,1.565,6.3,0.41,4.79,339.10224,14.46096,0.014197870548350524
spec-0739-52520-0551,0.0989263,10.82,10.1600364445909,0.19994000849576327,0.145409740066716,160.85157022914956,340.28723511,13.92260063,1.827,4.54,0.3,7.18,340.28723,13.9226,0.01799901923734161
spec-0740-52263-0334,0.08853048,10.892,10.005792532093984,0.1763260244687655,0.0338933351676538,151.77279720913924,341.26809902,14.87669495,1.655,6.3,0.29,6.49,341.2681,14.87669,0.018143283899653223
spec-0740-52263-0342,0.09918548,11.093,10.146572830107605,0.2970683222422653,0.171337561681848,182.05175932258612,340.57916349,14.09766287,1.832,4.85,0.12,3.77,340.57916,14.09766,0.015976200817176715
spec-0741-52261-0533,0.08589723,10.741,10.138795804840221,0.19003017752583903,-0.0218719368373204,138.88355103066866,343.88993327,14.74013934,1.611,5.62,0.58,4.92,343.88993,14.74014,0.011629877259722891
spec-0742-52263-0298,0.09915169,10.949,9.939532434903587,0.10708858275892405,0.203036767069497,147.95938277796225,344.58137692,13.03011456,1.831,5.59,0.02,4.71,344.58138,13.03011,0.01965144087335282
spec-0743-52262-0568,0.0932975,11.065,10.068502703329946,0.09269408364699463,-0.284727866553721,148.9470411950999,347.39695945,15.34444344,1.735,10.26,0.28,5.99,347.39696,15.34444,0.012530336476771582
spec-0743-52262-0581,0.08337215,10.848,10.085272375881097,-0.02312252444204794,0.251873143444359,148.91967158352057,348.19643262,14.9210254,1.567,13.02,0.04,7.92,348.19643,14.92102,0.02147039871427934
spec-0744-52251-0069,0.05570231,10.572,10.078857405758859,-0.02806534249065269,0.0131315735757313,118.38384563746247,349.35599037,13.91105316,1.082,3.95,0.58,4.22,349.35599,13.91105,0.011449237991233353
spec-0744-52251-0104,0.08567529,10.662,10.048299374827144,0.16168150897617828,0.102491268446234,143.87149355807094,348.85811868,14.15124585,1.607,5.42,0.2,7.95,348.85812,14.15125,0.0156344289576841
spec-0744-52251-0105,0.08284424,11.177,10.133205692898605,0.26590236787331106,0.256164862939283,187.08273792129626,349.06536737,13.99143935,1.559,6.2,0.03,5.06,349.06537,13.99144,0.009480424272287052
spec-0744-52251-0168,0.08028252,10.266,9.771946434782068,0.012502358499810821,-0.713190883970406,105.05003131637906,348.66693556,14.13452288,1.515,2.33,0.37,3.48,348.66694,14.13452,0.018648004386937853
spec-0744-52251-0408,0.08951732,11.06,10.150524812241295,0.0954628092943334,0.119785759340298,164.763671677839,348.50912274,15.64186487,1.672,6.09,0.36,3.71,348.50912,15.64186,0.019939815208636767
spec-0744-52251-0502,0.08335537,10.95,10.157763239950388,0.2705087702848143,0.0219863089222481,145.5344345609784,348.6395194,14.49519287,1.567,10.34,0.25,5.81,348.63952,14.49519,0.010541514469344967
spec-0745-52258-0115,0.04093933,10.131,10.130704608021215,0.049594769809496876,-0.114329416155195,95.25050697618266,351.17655506,14.60881367,0.81,3.96,0.46,5.17,351.17655,14.60881,0.02202886798634903
spec-0745-52258-0166,0.09329583,11.032,10.07290995074136,0.24301532685669652,0.0918053251631286,205.0273295748171,350.9517217,14.49364238,1.734,4.72,0.58,5.33,350.95172,14.49364,0.010417246062791312
spec-0745-52258-0292,0.08286747,11.216,10.149981378857154,0.10579364694936562,-0.293835299563462,179.05447655890413,349.46111237,13.87154922,1.56,9.89,0.55,4.07,349.46111,13.87155,0.008746185876328959
spec-0745-52258-0297,0.05563379,11.269,10.137484240905053,0.2491877060131664,0.129864329235012,169.11797711633665,349.42846947,13.95838946,1.082,7.16,0.51,2.76,349.42847,13.95839,0.0026847303319785585
